code,description,type,parent,is_billable,icd9_equiv
F48.1,Sindrome di depersonalizzazione-derealizzazione,cat 4,F48,1,300.6
F48.8,Altri disturbi nevrotici specificati,cat 4,F48,1,300.89
F48.9,"Disturbo nevrotico, non specificato",cat 4,F48,1,300.9
F50-F59,Sindromi comportamentali associate a disfunzioni fisiologiche e a fattori fisici,block,V,0,ND
F50,Disturbi dell’alimentazione,cat 3,F50-F59,0,ND
F50.0,Anoressia nervosa,cat 4,F50,1,307.1
F50.1,Anoressia nervosa atipica,cat 4,F50,1,307.1
F50.2,Bulimia nervosa,cat 4,F50,1,307.51
F50.3,Bulimia nervosa atipica,cat 4,F50,1,307.51
F50.4,Iperalimentazione associata ad altri disturbi psicologici,cat 4,F50,1,307.51
F50.5,Vomito associato con altri disturbi psicologici,cat 4,F50,1,307.54
F50.8,Altri disturbi dell’alimentazione,cat 4,F50,1,307.59
F50.9,"Disturbo dell’alimentazione, non specificato",cat 4,F50,1,307.50
F51,Disturbi del sonno non organici,cat 3,F50-F59,0,ND
F51.0,Insonnia non organica,cat 4,F51,1,307.42
F51.1,Ipersonnia non organica,cat 4,F51,1,327.15
F51.2,Disturbo non organico del ritmo sonno-veglia,cat 4,F51,1,307.45
F51.3,Sonnambulismo,cat 4,F51,1,307.46
F51.4,Terrori da sonno [terrori notturni],cat 4,F51,1,307.46
F51.5,Incubi,cat 4,F51,1,307.47
F51.8,Altri disturbi non organici del sonno,cat 4,F51,1,307.49
F51.9,"Disturbo non organico del sonno, non specificato",cat 4,F51,1,307.40
F52,"Disfunzione sessuale, non causata da disturbo o malattia organica",cat 3,F50-F59,0,ND
F52.0,Diminuzione o perdita del desiderio sessuale,cat 4,F52,1,302.71
F52.1,Avversione sessuale e mancanza di godimento sessuale,cat 4,F52,1,302.72
F52.2,Difetto della risposta genitale,cat 4,F52,1,302.72
F52.3,Disfunzione dell’orgasmo,cat 4,F52,1,302.73
F52.4,Eiaculazione precoce,cat 4,F52,1,302.75
F52.5,Vaginismo non organico,cat 4,F52,1,306.51
F52.6,Dispareunia non organica,cat 4,F52,1,302.76
F52.7,Impulso sessuale eccessivo,cat 4,F52,1,302.89
F52.8,"Altra disfunzione sessuale, non causata da disturbo o malattia organica",cat 4,F52,1,302.79
F52.9,"Disfunzione sessuale non specificata, non causata da disturbo o malattia organica",cat 4,F52,1,302.70
F53,"Disturbi mentali o comportamentali associati con il puerperio, non classificati altrove",cat 3,F50-F59,0,ND
F53.0,"Disturbi mentali e comportamentali lievi associati con il puerperio, non classificati altrove",cat 4,F53,1,293.89
F53.1,"Disturbi mentali e comportamentali gravi associati con il puerperio, non classificati altrove",cat 4,F53,1,293.89
F53.8,"Altri disturbi mentali e comportamentali associati con il puerperio, non classificati altrove",cat 4,F53,1,293.89
F53.9,"Disturbo mentale puerperale, non specificato",cat 4,F53,1,293.89
F54,Fattori psicologici e comportamentali associati a disturbi o malattie classificati altrove,cat 3,F50-F59,1,316
F55,Abuso di sostanze che non provocano dipendenza,cat 3,F50-F59,0,ND
F55.0,"Abuso di sostanze che non provocano dipendenza, in atto",cat 4,F55,1,305.81
F55.1,"Abuso di sostanze che non provocano dipendenza, in remissione",cat 4,F55,1,305.83
F55.9,"Abuso di sostanze che non provocano dipendenza, non specificato",cat 4,F55,1,305.80
F59,Sindromi comportamentali non specificate associate a disturbi fisiologici e a fattori somatici,cat 3,F50-F59,1,306.8
F60-F69,Disturbi della personalità e del comportamento nell’adulto,block,V,0,ND
F60,Disturbi di personalità specifici,cat 3,F60-F69,0,ND
F60.0,Disturbo paranoide di personalità,cat 4,F60,1,301.0
F60.1,Disturbo schizoide di personalità,cat 4,F60,1,301.22
F60.2,Sindrome antisociale di personalità,cat 4,F60,1,301.7
F60.3,Disturbo di personalità emotivamente instabile,cat 4,F60,1,301.83
F60.4,Disturbo istrionico di personalità,cat 4,F60,1,301.50
F60.5,Disturbo anancastico di personalità,cat 4,F60,1,301.4
F60.6,Disturbo ansioso [evitante] di personalità,cat 4,F60,1,301.82
F60.7,Disturbo dipendente di personalità,cat 4,F60,1,301.89
F60.8,Altri disturbi specifici di personalità,cat 4,F60,1,301.89
F60.9,"Disturbo di personalità, non specificato",cat 4,F60,1,301.9
F61,Altri disturbi di personalità e forme miste,cat 3,F60-F69,1,301.89
F62,"Modificazioni durature della personalità, non attribuibili a danno o malattia cerebrale",cat 3,F60-F69,0,ND
F62.0,Modificazione duratura della personalità dopo un’esperienza catastrofica,cat 4,F62,1,301.89
F62.1,Modificazione duratura della personalità successiva a malattia psichiatrica,cat 4,F62,1,301.89
F62.8,Altre modificazioni durature della personalità,cat 4,F62,1,301.89
F62.9,"Modificazione duratura della personalità, non specificata",cat 4,F62,1,301.9
F63,Disturbi del controllo degli impulsi,cat 3,F60-F69,0,ND
F63.0,Gioco d’azzardo patologico,cat 4,F63,1,312.31
F63.1,Impulso patologico ad appiccare fuoco [piromania],cat 4,F63,1,312.33
F63.2,Furto patologico [cleptomania],cat 4,F63,1,312.32
F63.3,Tricotillomania,cat 4,F63,1,312.39
F63.8,Altri disturbi del controllo degli impulsi,cat 4,F63,1,312.39
F63.9,"Disturbo del controllo degli impulsi, non specificato",cat 4,F63,1,312.30
F64,Disturbi dell’identità di genere,cat 3,F60-F69,0,ND
F64.0,Transessualismo,cat 4,F64,1,302.50
F64.1,Travestitismo a doppio ruolo,cat 4,F64,1,302.85
F64.2,Disturbo dell’identità di genere nell’infanzia,cat 4,F64,1,302.6
F64.8,Altri disturbi dell’identità di genere,cat 4,F64,1,302.85
F64.9,"Disturbo dell’identità di genere, non specificato",cat 4,F64,1,302.85
F65,Disturbo della preferenza sessuale,cat 3,F60-F69,0,ND
F65.0,Feticismo,cat 4,F65,1,302.81
F65.1,Travestitismo feticistico,cat 4,F65,1,302.3
F65.2,Esibizionismo,cat 4,F65,1,302.4
F65.3,Voyerismo,cat 4,F65,1,302.82
F65.4,Pedofilia,cat 4,F65,1,302.2
F65.5,Sadomasochismo,cat 4,F65,1,302.83
F65.6,Disturbi multipli della preferenza sessuale,cat 4,F65,1,302.89
F65.8,Altri disturbi della preferenza sessuale,cat 4,F65,1,302.89
F65.9,"Disturbo della preferenza sessuale, non specificato",cat 4,F65,1,302.9
F66,Disturbi psicologici e comportamentali associati con lo sviluppo e l’orientamento sessuale,cat 3,F60-F69,0,ND
F66.0,Crisi di maturazione sessuale,cat 4,F66,1,302.89
F66.1,Orientamento sessuale egodistonico,cat 4,F66,1,302.0
F66.2,Disturbo delle relazioni sessuali,cat 4,F66,1,302.89
F66.8,Altri disturbi dello sviluppo psicosessuale,cat 4,F66,1,302.89
F66.9,"Disturbo dello sviluppo psicosessuale, non specificato",cat 4,F66,1,302.9
F68,Altri disturbi della personalità e del comportamento nell’adulto,cat 3,F60-F69,0,ND
F68.0,Elaborazione di sintomi fisici per ragioni psicologiche,cat 4,F68,1,300.16
F68.1,"Produzione intenzionale o simulazione di sintomi o disabilità, fisici o psicologici [disturbo fittizio]",cat 4,F68,1,301.51
F68.8,Altri disturbi specifici della personalità e del comportamento nell’adulto,cat 4,F68,1,300.19
F69,Disturbo non specificato della personalità e del comportamento nell’adulto,cat 3,F60-F69,1,301.9
F70-F79,Ritardo mentale,block,V,0,ND
F70,Ritardo mentale lieve,cat 3,F70-F79,0,ND
F70.0,"Ritardo mentale lieve con indicazioni di nessuna, o minima, compromissione del comportamento",cat 4,F70,1,317
F70.1,"Ritardo mentale lieve, significativa compromissione del comportamento richiedente attenzione o trattamento",cat 4,F70,1,317
F70.8,"Ritardo mentale lieve, altre compromissioni del comportamento",cat 4,F70,1,317
F70.9,"Ritardo mentale lieve, senza menzione di compromissione del comportamento",cat 4,F70,1,317
F71,Ritardo mentale di media gravità,cat 3,F70-F79,0,ND
F71.0,"Ritardo mentale di media gravità con indicazioni di nessuna, o minima, compromissione del comportamento",cat 4,F71,1,318.0
F71.1,"Ritardo mentale di media gravità, significativa compromissione del comportamento richiedente attenzione o trattamento",cat 4,F71,1,318.0
F71.8,"Ritardo mentale di media gravità, altre compromissioni del comportamento",cat 4,F71,1,318.0
F71.9,"Ritardo mentale di media gravità, senza menzione di compromissione del comportamento",cat 4,F71,1,318.0
F72,Ritardo mentale grave,cat 3,F70-F79,0,ND
F72.0,"Ritardo mentale grave, con indicazioni di nessuna, o minima, compromissione del comportamento",cat 4,F72,1,318.1
F72.1,"Ritardo mentale grave, significativa compromissione del comportamento richiedente attenzione o trattamento",cat 4,F72,1,318.1
F72.8,"Ritardo mentale grave, altre compromissioni del comportamento",cat 4,F72,1,318.1
F72.9,"Ritardo mentale grave, senza menzione di compromissione del comportamento",cat 4,F72,1,318.1
F73,Ritardo mentale profondo,cat 3,F70-F79,0,ND
F73.0,"Ritardo mentale profondo, con indicazioni di nessuna, o minima, compromissione del comportamento",cat 4,F73,1,318.2
F73.1,"Ritardo mentale profondo, significativa compromissione del comportamento richiedente attenzione o trattamento",cat 4,F73,1,318.2
F73.8,"Ritardo mentale profondo, altre compromissioni del comportamento",cat 4,F73,1,318.2
F73.9,"Ritardo mentale profondo, senza menzione di compromissione del comportamento",cat 4,F73,1,318.2
F78,Ritardo mentale di altro tipo,cat 3,F70-F79,0,ND
F78.0,"Ritardo mentale di altro tipo, con indicazioni di nessuna, o minima, compromissione del comportamento",cat 4,F78,1,319
F78.1,"Ritardo mentale di altro tipo, significativa compromissione del comportamento richiedente attenzione o trattamento",cat 4,F78,1,319
F78.8,"Ritardo mentale di altro tipo, altre compromissioni del comportamento",cat 4,F78,1,319
F78.9,"Ritardo mentale di altro tipo, senza menzione di compromissione del comportamento",cat 4,F78,1,319
F79,"Ritardo mentale, non specificato",cat 3,F70-F79,0,ND
F79.0,"Ritardo mentale non specificato, con indicazioni di nessuna, o minima, compromissione del comportamento",cat 4,F79,1,319
F79.1,"Ritardo mentale non specificato, significativa compromissione del comportamento richiedente attenzione o trattamento",cat 4,F79,1,319
F79.8,"Ritardo mentale non specificato, altre compromissioni del comportamento",cat 4,F79,1,319
F79.9,"Ritardo mentale non specificato, senza menzione di compromissione del comportamento",cat 4,F79,1,319
F80-F89,Disturbi dello sviluppo psicologico,block,V,0,ND
F80,Disturbi specifici dello sviluppo dell’eloquio e del linguaggio,cat 3,F80-F89,0,ND
F80.0,Disturbo specifico dell’articolazione dell’eloquio,cat 4,F80,1,315.39
F80.1,Disturbo del linguaggio espressivo,cat 4,F80,1,315.31
F80.2,Disturbo della comprensione del linguaggio,cat 4,F80,1,315.32
F80.3,Afasia acquisita con epilessia [Landau-Kleffner],cat 4,F80,1,315.32
F80.8,Altri disturbi specifici dello sviluppo dell’eloquio e del linguaggio,cat 4,F80,1,315.39
F80.9,"Disturbo specifico dello sviluppo dell’eloquio e del linguaggio, non specificato",cat 4,F80,1,307.9
F81,Disturbi specifici dello sviluppo delle abilità scolastiche,cat 3,F80-F89,0,ND
F81.0,Disturbo specifico della lettura,cat 4,F81,1,315.00
F81.1,Disturbo specifico della compitazione,cat 4,F81,1,315.09
F81.2,Disturbo specifico delle abilità aritmetiche,cat 4,F81,1,315.1
F81.3,Disturbo misto delle capacità scolastiche,cat 4,F81,1,315.5
F81.8,Altri disturbi dello sviluppo delle abilità scolastiche,cat 4,F81,1,315.2
F81.9,"Disturbo dello sviluppo delle capacità scolastiche, non specificato",cat 4,F81,1,313.83
F82,Disturbo specifico dello sviluppo della funzione motoria,cat 3,F80-F89,1,315.4
F83,Disturbi specifici misti dello sviluppo,cat 3,F80-F89,1,315.5
F84,Disturbi pervasivi dello sviluppo,cat 3,F80-F89,0,ND
F84.0,Autismo infantile,cat 4,F84,1,299.00
F84.1,Autismo atipico,cat 4,F84,1,299.80
F84.2,Sindrome di Rett,cat 4,F84,1,330.8
F84.3,Disturbo disintegrativo dell’infanzia di altro tipo,cat 4,F84,1,299.10
F84.4,Disturbo iperattivo associato a ritardo mentale e a movimenti stereotipati,cat 4,F84,1,299.80
F84.5,Sindrome di Asperger,cat 4,F84,1,299.80
F84.8,Altri disturbi pervasivi dello sviluppo,cat 4,F84,1,299.80
F84.9,"Disturbo pervasivo dello sviluppo, non specificato",cat 4,F84,1,299.90
F88,Altri disturbi dello sviluppo psicologico,cat 3,F80-F89,1,315.8
F89,Disturbo non specificato dello sviluppo psicologico,cat 3,F80-F89,1,315.9
F90-F98,Disturbi comportamentali e della sfera emozionale con esordio abituale nell’infanzia e nell’adolescenza,block,V,0,ND
F90,Disturbi ipercinetici,cat 3,F90-F98,0,ND
F90.0,Disturbo dell’attività e dell’attenzione,cat 4,F90,1,314.01
F90.1,Disturbo della condotta ipercinetico,cat 4,F90,1,314.2
F90.8,Disturbi ipercinetici di altro tipo,cat 4,F90,1,314.1
F90.9,"Disturbo ipercinetico, non specificato",cat 4,F90,1,314.9
F91,Disturbi della condotta,cat 3,F90-F98,0,ND
F91.0,Disturbo della condotta limitato al contesto familiare,cat 4,F91,1,312.89
F91.1,Disturbo della condotta con ridotta socializzazione,cat 4,F91,1,312.00
F91.2,Disturbo della condotta con socializzazione normale,cat 4,F91,1,312.20
F91.3,Disturbo oppositivo provocatorio,cat 4,F91,1,313.81
F91.8,Altri disturbi della condotta,cat 4,F91,1,312.89
F91.9,"Disturbo della condotta, non specificato",cat 4,F91,1,312.9
F92,Disturbi misti della condotta e della sfera emozionale,cat 3,F90-F98,0,ND
F92.0,Disturbo della condotta depressivo,cat 4,F92,1,312.4
F92.8,Altri disturbi misti della condotta e della sfera emozionale,cat 4,F92,1,312.4
F92.9,"Disturbo misto della condotta e della sfera emozionale, non specificato",cat 4,F92,1,312.4
F93,Disturbi della sfera emozionale con esordio specifico nell’infanzia,cat 3,F90-F98,0,ND
F93.0,Disturbo ansioso da separazione dell’infanzia,cat 4,F93,1,309.21
F93.1,Disturbo fobico dell’infanzia,cat 4,F93,1,313.89
F93.2,Disturbo di ansia sociale dell’infanzia,cat 4,F93,1,313.22
F93.3,Disturbo di rivalità tra fratelli,cat 4,F93,1,313.3
F93.8,Altri disturbi emozionali dell’infanzia,cat 4,F93,0,ND
F93.80,Disturbo iperansioso dell’infanzia,cat 5,F93.8,1,313.0
F93.81,Disturbo dell’identità con esordio specifico nell’infanzia,cat 5,F93.8,1,313.82
F93.9,"Disturbo emozionale dell’infanzia, non specificato",cat 4,F93,1,313.9
F94,Disturbo del funzionamento sociale con esordio specifico nell’infanzia e nell’adolescenza,cat 3,F90-F98,0,ND
F94.0,Mutismo elettivo,cat 4,F94,1,313.23
F94.1,Disturbo reattivo dell’attaccamento dell’infanzia,cat 4,F94,1,313.89
F94.2,Disturbo dell’attaccamento disinibito dell’infanzia,cat 4,F94,1,313.89
F94.8,Disturbi del funzionamento sociale dell’infanzia di altro tipo,cat 4,F94,1,313.1
F94.9,"Disturbo del funzionamento sociale dell’infanzia, non specificato",cat 4,F94,1,313.9
F95,Disturbi da tic,cat 3,F90-F98,0,ND
F95.0,Disturbo da tic transitorio,cat 4,F95,1,307.21
F95.1,Disturbo da tic cronico motorio o vocale,cat 4,F95,1,307.22
F95.2,Disturbo da tic combinati motori multipli e vocali [de la Tourette],cat 4,F95,1,307.23
F95.8,Altri disturbi da tic,cat 4,F95,1,307.20
F95.9,"Disturbo da tic, non specificato",cat 4,F95,1,307.20
F98,Altri disturbi comportamentali e della sfera emozionale con esordio abituale nell’infanzia e nell’adolescenza,cat 3,F90-F98,0,ND
F98.0,Enuresi non organica,cat 4,F98,1,307.6
F98.1,Encopresi non organica,cat 4,F98,1,307.7
F98.2,Disturbo dell’alimentazione della prima e della seconda infanzia,cat 4,F98,1,307.53
F98.3,Pica della prima e della seconda infanzia,cat 4,F98,1,307.52
F98.4,Disturbi da movimenti stereotipati,cat 4,F98,1,307.3
F98.5,Balbuzie [tartagliamento],cat 4,F98,1,307.0
F98.6,Eloquio disordinato,cat 4,F98,1,307.0
F98.8,Altri disturbi comportamentali ed emozionali specifici con esordio abituale nell’infanzia e nell’adolescenza,cat 4,F98,1,307.9
F98.9,"Disturbi comportamentali ed emozionali non specificati, con esordio abituale nell’infanzia e nell’adolescenza",cat 4,F98,1,313.9
F99-F99,"Disturbo mentale, non specificato",block,V,0,ND
F99,"Disturbo mentale, non altrimenti specificato",cat 3,F99-F99,1,300.9
VI,Malattie del sistema nervoso,chapter,G00-G99,0,ND
G00-G09,Malattie infiammatorie del sistema nervoso centrale,block,VI,0,ND
G00,"Meningite batterica, non classificata altrove",cat 3,G00-G09,0,ND
G00.0,Meningite da Haemophilus,cat 4,G00,1,320.0
G00.1,Meningite da Pneumococco,cat 4,G00,1,320.1
G00.2,Meningite da Streptococco,cat 4,G00,1,320.2
G00.3,Meningite da Stafilococco,cat 4,G00,1,320.3
G00.8,Altre meningiti batteriche,cat 4,G00,1,320.89
G00.9,"Meningite batterica, non specificata",cat 4,G00,1,320.9
G01,Meningite in malattie batteriche classificate altrove (*),cat 3,G00-G09,0,ND
G01.0,Meningite sifilitica congenita (A50.4†) (*),cat 4,G01,1,090.42
G01.1,Meningite sifilitica secondaria (A51.4†) (*),cat 4,G01,1,094.2
G01.2,Meningite in leptospirosi (A27.-†) (*),cat 4,G01,1,100.81
G01.8,Meningite in altre malattie batteriche classificate altrove (*),cat 4,G01,1,036.0
G02,Meningite in altre malattie infettive e parassitarie classificate altrove (*),cat 3,G00-G09,0,ND
G02.0,Meningite in malattie virali classificate altrove (*),cat 4,G02,1,321.2
G02.1,Meningite in micosi (*),cat 4,G02,1,321.0
G02.8,Meningite in altre malattie infettive e parassitarie specificate classificate altrove (*),cat 4,G02,1,321.3
G03,Meningite da altre e non specificate cause,cat 3,G00-G09,0,ND
G03.0,Meningite non piogenica,cat 4,G03,1,322.0
G03.1,Meningite cronica,cat 4,G03,1,322.2
G03.2,Meningite ricorrente benigna [di Mollaret],cat 4,G03,1,047.9
G03.8,Meningite dovuta ad altre cause specificate,cat 4,G03,1,322.9
G03.9,"Meningite, non specificata",cat 4,G03,1,322.9
G04,"Encefalite, mielite ed encefalomielite",cat 3,G00-G09,0,ND
G04.0,Encefalite acuta disseminata,cat 4,G04,1,323.61
G04.1,Mielopatia associata a virus T-linfotropico umano,cat 4,G04,1,344.1
G04.2,"Meningoencefalite e meningomielite batteriche, non classificate altrove",cat 4,G04,1,320.9
G04.8,"Altre encefaliti, mieliti ed encefalomieliti",cat 4,G04,1,323.81
G04.9,"Encefalite, mielite ed encefalomielite, non specificate",cat 4,G04,1,323.9
G05,"Encefalite, mielite ed encefalomielite in malattie classificate altrove (*)",cat 3,G00-G09,0,ND
G05.0,"Encefalite, mielite ed encefalomielite in malattie batteriche classificate altrove (*)",cat 4,G05,1,013.60
G05.1,"Encefalite, mielite ed encefalomielite in malattie virali classificate altrove (*)",cat 4,G05,1,323.02
G05.2,"Encefalite, mielite ed encefalomielite in altre malattie infettive e parassitarie classificate altrove (*)",cat 4,G05,1,323.42
G05.8,"Encefalite, mielite ed encefalomielite in altre malattie classificate altrove (*)",cat 4,G05,1,323.41
G06,Ascessi e granulomi intracranici e intrarachidiani,cat 3,G00-G09,0,ND
G06.0,Ascesso e granuloma intracranici,cat 4,G06,1,324.0
G06.1,Ascesso e granuloma intrarachidiani,cat 4,G06,1,324.1
G06.2,"Ascesso extradurale e subdurale, non specificati",cat 4,G06,1,324.9
G07,Ascessi e granulomi intracranici e intrarachidiani in malattie classificate altrove (*),cat 3,G00-G09,1,013.23
G08,Flebite e tromboflebite intracraniche e intrarachidiane,cat 3,G00-G09,1,325
G09,Sequele di malattie infiammatorie del sistema nervoso centrale,cat 3,G00-G09,1,326
G10-G14,Atrofie sistemiche interessanti principalmente il sistema nervoso centrale (+ possibile),block,VI,0,ND
G10,Malattia di Huntington (+ possibile),cat 3,G10-G14,1,333.4
G11,Atassia ereditaria,cat 3,G10-G14,0,ND
G11.0,Atassia congenita non progressiva,cat 4,G11,1,334.2
G11.1,Atassia cerebellare a esordio precoce,cat 4,G11,1,334.3
G11.2,Atassia cerebellare a esordio tardivo,cat 4,G11,1,334.2
G11.3,Atassia cerebellare con difetto di riparazione del DNA,cat 4,G11,1,334.8
G11.4,Paraplegia spastica ereditaria,cat 4,G11,1,334.1
G11.8,Altre atassie ereditarie,cat 4,G11,1,334.8
G11.9,"Atassia ereditaria, non specificata",cat 4,G11,1,334.2
G12,Atrofia muscolare spinale e sindromi correlate,cat 3,G10-G14,0,ND
