code,description
87.31,Broncografia endotracheale
87.32,Altra broncografia con contrasto
87.33,Pneumomediastino
87.34,Linfangiografia intratoracica
87.35,Radiografia con contrasto dei dotti mammari
87.36,Xerografia della mammella
87.37,Altra mammografia
87.38,Sinografia della parete toracica
87.39,Altra radiografia dei tessuti molli della parete toracica
87.4,Altra radiografia del torace
87.41,Tomografia assiale computerizzata (TAC) del torace
87.42,Altra tomografia toracica
87.43,"Radiografia di coste, sterno e clavicola"
87.44,"Radiografia del torace di routine, SAI"
87.49,Altra radiografia del torace
87.5,Radiografia delle vie biliari
87.51,Colangiografia epatica percutanea
87.52,Colangiografia intravenosa
87.53,Colangiografia intraoperatoria
87.54,Altra colangiografia
87.59,Altra radiografia delle vie biliari
87.6,Altra radiografia dell’apparato digerente
87.61,Pasto baritato
87.62,Serigrafia del tratto gastrointestinale superiore
87.63,Serigrafia dell’intestino tenue
87.64,Serigrafia del tratto gastrointestinale inferiore
87.65,Altra radiografia dell’intestino
87.66,Radiografia del pancreas con contrasto
87.69,Altra radiografia dell’apparato digerente
87.7,Radiografia diretta dell’apparato urinario
87.71,Tomografia assiale computerizzata (TAC) del rene
87.72,Altra tomografia renale
87.73,Urografia endovenosa
87.74,Pielografia retrograda
87.75,Pielografia percutanea
87.76,Cistouretrografia retrograda
87.77,Altra cistografia
87.78,Radiografia di vescica ileale
87.79,Altra radiografia dell’apparato urinario
87.8,Radiografia degli organi genitali femminili
87.81,Radiografia dell’utero gravido
87.82,Isterosalpingografia con contrasto gassoso
87.83,Isterosalpingografia con contrasto opaco
87.84,Isterografia percutanea
87.85,Altra radiografia delle tube di Falloppio e dell’utero
87.89,Altra radiografia degli organi genitali femminili
87.9,Radiografia degli organi genitali maschili
87.91,Vesciculografia seminale con contrasto
87.92,Altra radiografia della prostata e delle vescicole seminali
87.93,Epididimografia con contrasto
87.94,Deferentografia con contrasto
87.95,Altra radiografia dell’epididimo e dotti deferenti
87.99,Altra radiografia degli organi genitali maschili
88,Altre procedure diagnostiche radiologiche e relative tecniche
88.0,Radiografia dei tessuti molli dell’addome
88.01,Tomografia assiale computerizzata (TAC) dell’addome
88.02,Altra tomografia addominale
88.03,Sinogramma della parete addominale
88.04,Linfografia addominale
88.09,Altra radiografia dei tessuti molli dell’addome
88.1,Altra radiografia dell’addome
88.11,Radiografia della pelvi con contrasto opaco
88.12,Radiografia della pelvi con contrasto gassoso
88.13,Altra pneumografia peritoneale
88.14,Fistulografia retroperitoneale
88.15,Pneumografia retroperitoneale
88.16,Altra radiografia retroperitoneale
88.19,Altra radiografia dell’addome
88.2,Radiografia degli arti e della pelvi
88.21,Radiografia della spalla e degli arti superiori
88.22,Radiografia del gomito e dell’avambraccio
88.23,Radiografia del polso e della mano
88.24,Radiografia dell’arto superiore SAI
88.25,Pelvimetria
88.26,Altra radiografia di pelvi e anca
88.27,"Radiografia del femore, ginocchio e gamba"
88.28,Radiografia del piede e caviglia
88.29,Altre radiografie dell’arto inferiore
88.3,Altre radiografie
88.31,Segmenti scheletrici
88.32,Artrografia con contrasto
88.33,Altre radiografie dello scheletro
88.34,Linfografia arto superiore
88.35,Altra radiografia del tessuti molli dell’arto superiore
88.36,Linfografia arto inferiore
88.37,Altra radiografia dei tessuti molli dell’arto inferiore
88.38,Altra tomografia assiale computerizzata
88.39,Altra radiografia non specificata
88.4,Arteriografia con mezzo di contrasto
88.40,"Arteriografia con mezzo di contrasto, sede non specificata"
88.41,Arteriografia di arterie cerebrali
88.42,Aortografia
88.43,Arteriografia delle arterie polmonari
88.44,Arteriografia di altri vasi intratoracici
88.45,Arteriografia delle arterie renali
88.46,Arteriografia della placenta (Placentografia con mezzo di contrasto)
88.47,Arteriografia di altre arterie intraaddominali (angiografia del tripode)
88.48,Arteriografia delle femorali e di altre arterie dell’arto inferiore
88.49,Arteriografia di altre sedi specificate
88.5,Angiocardiografia con mezzo di contrasto
88.50,"Angiocardiografia, SAI"
88.51,Angiocardiografia della vena cava
88.52,Angiocardiografia del cuore destro
88.53,Angiocardiografia del cuore sinistro
88.54,Angiocardiografia combinata del cuore destro e sinistro
88.55,Arteriografia coronarica con catetere singolo
88.56,Arteriografia coronarica con catetere doppio
88.57,Altra e non specificata arteriografia coronarica
88.58,Roentgengrafia cardiaca con contrasto negativo
88.6,Flebografia
88.60,"Flebografia con mezzo di contrasto, sede non specificata"
88.61,Flebografia con mezzo di contrasto delle vene del capo e del collo
88.62,Flebografia con mezzo di contrasto delle vene polmonari
88.63,Flebografia con mezzo di contrasto di altre vene intratoraciche
88.64,Flebografia con mezzo di contrasto del sistema portale
88.65,Flebografia con mezzo di contrasto di altre vene intraaddominali
88.66,Flebografia con mezzo di contrasto della femorale e di altre vene degli arti inferiori
88.67,Flebografia con mezzo di contrasto di altre sedi specificate
88.68,Flebografia ad impedenza
88.7,Diagnostica a ultrasuoni
88.71,Diagnostica ecografica del capo e del collo
88.72,Diagnostica ecografica del cuore
88.73,Diagnostica ecografica di altre sedi del torace
88.74,Diagnostica ecografica dell’apparato digerente
88.75,Diagnostica ecografica dell’apparato urinario
88.76,Diagnostica ecografica addominale e retroperitoneale (compreso eco addome superiore ed eco addome inferiore)
88.77,Diagnostica ecografica dell’apparato vascolare periferico
88.78,Diagnostica ecografica dell’utero gravido
88.79,Altra diagnostica a ultrasuoni
88.8,Termografia
88.81,Termografia cerebrale
88.82,Termografia oculare
88.83,Termografia dell’osso
88.84,Termografia muscolare
88.85,Termografia della mammella
88.86,Termografia dei vasi sanguigni
88.89,Termografia di altre sedi
88.9,Altre tecniche di produzione di immagini diagnostiche
88.90,"Tecniche di produzione di immagini diagnostiche, non classificate altrove"
88.91,Risonanza magnetica nucleare (RMN) del cervello e del tronco encefalico
88.92,Risonanza magnetica nucleare (RMN) del torace e miocardio
88.93,Risonanza magnetica nucleare (RMN) del canale vertebrale
88.94,Risonanza magnetica nucleare (RMN) muscoloscheletrica
88.95,"Risonanza magnetica nucleare (RMN) di pelvi, prostata e vescica"
88.96,Altre immagini intraoperatorie ottenute con risonanza magnetica iMRI
88.97,Risonanza magnetica nucleare (RMN) di altre sedi non specificate
88.98,Densitometria ossea
89,"Anamnesi, valutazione, consulto e visita"
89.0,"Anamnesi, valutazione, consulto e valutazione diagnostica"
89.01,"Anamnesi e valutazione, definite brevi"
89.02,"Anamnesi e valutazione, definite limitate"
89.03,Anamnesi e valutazione definite complessive
89.04,Altra anamnesi e valutazione
89.05,Anamnesi e valutazione diagnostica
89.06,"Consulto, definito limitato"
89.07,Consulto definito complessivo
89.08,Altro consulto
89.09,Consulto SAI
89.1,Misure anatomiche e fisiologiche ed esami manuali - sistema nervoso e organi di senso
89.10,Test intracarotideo con amobarbitale
89.11,Tonometria
89.12,Studio della funzione nasale
89.13,Visita neurologica
89.14,Elettroencefalogramma
89.15,Altri test funzionali neurologici non invasivi
89.16,Transilluminazione di cranio di neonato
89.17,Polisonnogramma
89.18,Altri test funzionali di disordini del sonno
89.19,Monitoraggio elettroencefalografico video e radio telemetrico
89.2,Misure anatomiche e fisiologiche ed esami manuali - Sistema genitourinario
89.21,Manometria urinaria
89.22,Cistometrografia
89.23,Elettromiografia dello sfintere uretrale
89.24,Uroflussometria
89.25,Profilo pressorio uretrale
89.26,Visita ginecologica
89.29,Altri esami non invasivi sul sistema genitourinario
89.3,Altre misure anatomiche e fisiologiche ed esami manuali
89.31,Esame dei denti
89.32,Manometria esofagea
89.33,Esplorazione digitale di stoma di enterostomia
89.34,Esplorazione rettale digitale
89.35,Transilluminazione dei seni nasali
89.36,Palpazione del seno
89.37,Determinazione della capacità vitale
89.38,Altre misure respiratorie non invasive
89.39,Altre misure ed esami non invasivi
89.4,Test cardiologici da sforzo e controllo di pace-maker e di defibrillatore
89.41,Test cardiovascolare da sforzo con pedana mobile
89.42,Test da sforzo dei due gradini di Masters
89.43,Test cardiovascolare da sforzo con cicloergometro
89.44,Altri test cardiovascolari da sforzo
89.45,Controllo di frequenza del pacemaker
89.46,Controllo della forma dell’onda del pace-maker
89.47,Controllo della impedenza dell’elettrodo del pace-maker
89.48,Controllo della soglia di voltaggio o amperaggio del pace-maker
89.49,Controllo di cardiovertore/defibrillatore impiantabile automatico (AICD)
89.5,Altri test funzionali diagnostici non invasivi cardiologici e vascolari
89.50,Elettrocardiogramma dinamico ambulatoriale
89.51,Elettrocardiogramma per lo studio del ritmo
89.52,Elettrocardiogramma
89.53,Vettocardiografia
89.54,Monitoraggio elettrocardiografico
89.55,Fonocardiogramma con elettrodo
89.56,Tracciato dell’impulso carotideo con elettrodo ECG
89.57,Apicocardiogramma (con elettrodo
89.58,Pletismogramma
89.59,Altre misure cardiovascolari non invasive
89.6,Monitoraggio circolatorio
89.60,Emogasanalisi continua intra-arteriosa
89.61,Monitoraggio della pressione arteriosa sistemica
89.62,Monitoraggio della pressione venosa centrale
89.63,Monitoraggio della pressione dell’arteria polmonare
89.64,Monitoraggio della pressione in arteria polmonare
89.65,Emogasanalisi arteriosa sistemica
89.66,Emogasanalisi di sangue misto venoso
89.67,Monitoraggio della gettata cardiaca mediante la tecnica del consumo di ossigeno (metodo di Fick)
89.68,Monitoraggio della gettata cardiaca mediante altre tecniche
89.69,Monitoraggio del flusso ematico coronarico
89.7,Visita generale
89.8,Autopsia
90,Esame microscopico - I
90.01,Esame microscopico di campione del sistema nervoso centrale e liquido spinale - striscio batterico
90.02,Esame microscopico di campione del sistema nervoso centrale e liquido spinale - coltura
90.03,Esame microscopico di campione del sistema nervoso centrale e liquido spinale - coltura e sensibilità
90.04,Esame microscopico di campione del sistema nervoso centrale e liquido spinale - parassitologia
90.05,Esame microscopico di campione del sistema nervoso centrale e liquido spinale - tossicologia
90.06,Esame microscopico di campione del sistema nervoso centrale e liquido spinale - gruppo di cellule e striscio di Papanicolaou
90.09,Esame microscopico di campione del sistema nervoso centrale e liquido spinale - altri esami microscopici
90.11,"Esame microscopico di campione delle ghiandole endocrine, non citate altrove - striscio batterico"
90.12,"Esame microscopico di campione delle ghiandole endocrine, non citate altrove - coltura"
90.13,"Esame microscopico di campione delle ghiandole endocrine, non citate altrove - coltura e sensibilità"
90.14,"Esame microscopico di campione delle ghiandole endocrine, non citate altrove - parassitologia"
90.15,"Esame microscopico di campione delle ghiandole endocrine, non citate altrove - tossicologia"
90.16,"Esame microscopico di campione delle ghiandole endocrine, non citate altrove - gruppo di cellule e striscio di Papanicolaou"
90.19,"Esame microscopico di campione delle ghiandole endocrine, non citate altrove - altri esami microscopici"
90.21,Esame microscopico di campione dell’occhio - striscio batterico
90.22,Esame microscopico di campione dell’occhio - coltura
90.23,Esame microscopico di campione dell’occhio - coltura e sensibilità
90.24,Esame microscopico di campione dell’occhio - parassitologia
90.25,Esame microscopico di campione dell’occhio - tossicologia
90.26,Esame microscopico di campione dell’occhio - gruppo di cellule e striscio di Papanicolaou
90.29,Esame microscopico di campione dell’occhio - altri esami microscopici
90.31,"Esame microscopico di campione di orecchio, naso, gola e laringe - striscio batterico"
90.32,"Esame microscopico di campione di orecchio, naso, gola e laringe - coltura"
90.33,"Esame microscopico di campione di orecchio, naso, gola e laringe - coltura e sensibilità"
90.34,"Esame microscopico di campione di orecchio, naso, gola e laringe - parassitologia"
90.35,"Esame microscopico di campione di orecchio, naso, gola e laringe - tossicologia"
90.36,"Esame microscopico di campione di orecchio, naso, gola e laringe - gruppo di cellule e striscio di Papanicolaou"
90.39,"Esame microscopico di campione di orecchio, naso, gola e laringe - altri esami microscopici"
90.41,"Esame microscopico di campione di trachea, bronchi, pleura, polmone e altri campioni toracici e dell’espettorato - striscio batterico"
90.42,"Esame microscopico di campione di trachea, bronchi, pleura, polmone e altri campioni toracici e dell’espettorato - coltura"
90.43,"Esame microscopico di campione di trachea, bronchi, pleura, polmone e altri campioni toracici e dell’espettorato - coltura e sensibilità"
90.44,"Esame microscopico di campione di trachea, bronchi, pleura, polmone e altri campioni toracici e dell’espettorato - parassitologia"
90.45,"Esame microscopico di campione di trachea, bronchi, pleura, polmone e altri campioni toracici e dell’espettorato - tossicologia"
90.46,"Esame microscopico di campione di trachea, bronchi, pleura, polmone e altri campioni toracici e dell’espettorato - gruppo di cellule e striscio di Papanicolaou"
90.49,"Esame microscopico di campione di trachea, bronchi, pleura, polmone e altri campioni toracici e dell’espettorato - altri esami microscopici"
90.51,Esame microscopico di campione di sangue - striscio batterico
90.52,Esame microscopico di campione di sangue - coltura
90.53,Esame microscopico di campione di sangue - coltura e sensibilità
90.54,Esame microscopico di campione di sangue - parassitologia
90.55,Esame microscopico di campione di sangue - tossicologia
90.56,Esame microscopico di campione di sangue - gruppo di cellule e striscio di Papanicolaou
90.59,Esame microscopico di campione di sangue - altri esami microscopici
90.61,Esame microscopico di campione di milza e midollo osseo - striscio batterico
90.62,Esame microscopico di campione di milza e midollo osseo - coltura
90.63,Esame microscopico di campione di milza e midollo osseo - coltura e sensibilità
90.64,Esame microscopico di campione di milza e midollo osseo - parassitologia
90.65,Esame microscopico di campione di milza e midollo osseo - tossicologia
90.66,Esame microscopico di campione di milza e midollo osseo - gruppo di cellule e striscio di Papanicolaou
90.69,Esame microscopico di campione di milza e midollo osseo - altri esami microscopici
90.71,Esame microscopico di campione di linfonodi e linfa - striscio batterico
90.72,Esame microscopico di campione di linfonodi e linfa - coltura
90.73,Esame microscopico di campione di linfonodi e linfa - coltura e sensibilità
90.74,Esame microscopico di campione di linfonodi e linfa - parassitologia
90.75,Esame microscopico di campione di linfonodi e linfa - tossicologia
90.76,Esame microscopico di campione di linfonodi e linfa - gruppo di cellule e striscio di Papanicolaou
90.79,Esame microscopico di campione di linfonodi e linfa - altri esami microscopici
90.81,Esame microscopico di campione di tubo gastroenterico superiore e del vomito - striscio batterico
90.82,Esame microscopico di campione di tubo gastroenterico superiore e del vomito - coltura
90.83,Esame microscopico di campione di tubo gastroenterico superiore e del vomito - coltura e sensibilità
90.84,Esame microscopico di campione di tubo gastroenterico superiore e del vomito - parassitologia
90.85,Esame microscopico di campione di tubo gastroenterico superiore e del vomito - tossicologia
90.86,Esame microscopico di campione di tubo gastroenterico superiore e del vomito - gruppo di cellule e striscio di Papanicolaou
90.89,Esame microscopico di campione di tubo gastroenterico superiore e del vomito - altri esami microscopici
90.91,Esame microscopico di campione di tubo gastroenterico inferiore e feci - striscio batterico
90.92,Esame microscopico di campione di tubo gastroenterico inferiore e feci - coltura
90.93,Esame microscopico di campione di tubo gastroenterico inferiore e feci - coltura e sensibilità
90.94,Esame microscopico di campione di tubo gastroenterico inferiore e feci - parassitologia
90.95,Esame microscopico di campione di tubo gastroenterico inferiore e feci - tossicologia
90.96,Esame microscopico di campione di tubo gastroenterico inferiore e feci - gruppo di cellule e striscio di Papanicolaou
90.99,Esame microscopico di campione di tubo gastroenterico inferiore e feci - altri esami microscopici
91,Esame microscopico - II
91.01,"Esame microscopico di campione di fegato, vie biliari e pancreas - striscio batterico"
91.02,"Esame microscopico di campione di fegato, vie biliari e pancreas - coltura"
91.03,"Esame microscopico di campione di fegato, vie biliari e pancreas - coltura e sensibilità"
91.04,"Esame microscopico di campione di fegato, vie biliari e pancreas - parassitologia"
91.05,"Esame microscopico di campione di fegato, vie biliari e pancreas - tossicologia"
91.06,"Esame microscopico di campione di fegato, vie biliari e pancreas - gruppo di cellule e striscio di Papanicolaou"
91.09,"Esame microscopico di campione di fegato, vie biliari e pancreas - altri esami microscopici"
91.11,Esame microscopico di campione di peritoneo e retroperitoneo - striscio batterico
91.12,Esame microscopico di campione di peritoneo e retroperitoneo - coltura
91.13,Esame microscopico di campione di peritoneo e retroperitoneo - coltura e sensibilità
91.14,Esame microscopico di campione di peritoneo e retroperitoneo - parassitologia
91.15,Esame microscopico di campione di peritoneo e retroperitoneo - tossicologia
91.16,Esame microscopico di campione di peritoneo e retroperitoneo - gruppo di cellule e striscio di Papanicolaou
91.19,Esame microscopico di campione di peritoneo e retroperitoneo - altri esami microscopici
91.21,"Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - striscio batterico"
91.22,"Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - coltura"
91.23,"Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - coltura e sensibilità"
91.24,"Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - parassitologia"
91.25,"Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - tossicologia"
91.26,"Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - gruppo di cellule e striscio di Papanicolaou"
91.29,"Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - altri esami microscopici"
91.31,"Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell’urina e del seme - striscio batterico"
91.32,"Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell’urina e del seme - coltura"
91.33,"Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell’urina e del seme - coltura e sensibilità"
91.34,"Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell’urina e del seme - parassitologia"
91.35,"Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell’urina e del seme - tossicologia"
91.36,"Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell’urina e del seme - gruppo di cellule e striscio di Papanicolaou"
91.39,"Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell’urina e del seme - altri esami microscopici"
91.41,"Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - striscio batterico"
91.42,"Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - coltura"
91.43,"Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - coltura e sensibilità"
91.44,"Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - parassitologia"
91.45,"Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - tossicologia"
91.46,"Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - gruppo di cellule e striscio di Papanicolaou"
91.49,"Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - altri esami microscopici"
91.51,Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - striscio batterico
91.52,Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - coltura
91.53,Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - coltura e sensibilità
91.54,Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - parassitologia
91.55,Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - tossicologia
91.56,Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - gruppo di cellule e striscio di Papanicolaou
91.59,Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - altri esami microscopici
91.61,Esame microscopico di campione di cute e altri tegumenti - striscio batterico
91.62,Esame microscopico di campione di cute e altri tegumenti - coltura
91.63,Esame microscopico di campione di cute e altri tegumenti - coltura e sensibilità
91.64,Esame microscopico di campione di cute e altri tegumenti - parassitologia
91.65,Esame microscopico di campione di cute e altri tegumenti - tossicologia
91.66,Esame microscopico di campione di cute e altri tegumenti - gruppo di cellule e striscio di Papanicolaou
91.69,Esame microscopico di campione di cute e altri tegumenti - altri esami microscopici
91.71,Esame microscopico di campione di ferita operatoria - striscio batterico
91.72,Esame microscopico di campione di ferita operatoria - coltura
91.73,Esame microscopico di campione di ferita operatoria - coltura e sensibilità
91.74,Esame microscopico di campione di ferita operatoria - parassitologia
91.75,Esame microscopico di campione di ferita operatoria - tossicologia
91.76,Esame microscopico di campione di ferita operatoria - gruppo di cellule e striscio di Papanicolaou
91.79,Esame microscopico di campione di ferita operatoria - altri esami microscopici
91.81,Esame microscopico di campione di altre sedi - striscio batterico
91.82,Esame microscopico di campione di altre sedi - coltura
91.83,Esame microscopico di campione di altre sedi - coltura e sensibilità
91.84,Esame microscopico di campione di altre sedi - parassitologia
91.85,Esame microscopico di campione di altre sedi - tossicologia
91.86,Esame microscopico di campione di altre sedi - gruppo di cellule e striscio di Papanicolaou
91.89,Esame microscopico di campione di altre sedi - altri esami microscopici
91.91,Esame microscopico di campione di sede non specificata - striscio batterico
91.92,Esame microscopico di campione di sede non specificata - coltura
91.93,Esame microscopico di campione di sede non specificata - coltura e sensibilità
91.94,Esame microscopico di campione di sede non specificata - parassitologia
91.95,Esame microscopico di campione di sede non specificata - tossicologia
91.96,Esame microscopico di campione di sede non specificata - gruppo di cellule e striscio di Papanicolaou
91.99,Esame microscopico di campione di sede non specificata - altri esami microscopici
92,Medicina nucleare
92.0,Scansione radioisotopica e studio di funzione
92.01,Scintigrafia tiroidea e studio funzionale radioisotopico
92.02,Scintigrafia epatica e studio funzionale radioisotopico
92.03,Scintigrafia renale e studio funzionale radioisotopico
92.04,Scintigrafia gastrointestinale e studio funzionale radioisotopico
92.05,Scintigrafia cardiovascolare ed ematopoietica e studio funzionale radioisotopico
92.09,Altri studi di funzione con radioisotopi
92.1,Altre scintigrafie
92.11,Scintigrafia cerebrale
92.12,Scintigrafia di altre sedi della testa
92.13,Scintigrafia della paratiroide
92.14,Scintigrafia delle ossa
92.15,Scintigrafia polmonare
92.16,Scintigrafia del sistema linfatico
92.17,Scintigrafia della placenta
92.18,Scintigrafia total body
92.19,Scintigrafia di altre sedi
92.2,Radiologia terapeutica e medicina nucleare
92.20,Infusione di radioisotopo per brachiterapia
92.21,Radiazione superficiale
92.22,Radiazione ad ortovoltaggio
92.23,Teleradioterapia radioisotopica
92.24,Teleradioterapia mediante fotoni
92.25,Teleradioterapia con elettroni
92.26,Teleradioterapia con altre radiazioni particolate
92.27,Impianto o inserzione di elementi radioattivi
92.28,Iniezione o instillazione di radioisotopi
92.29,Altre procedure radioterapeutiche
92.3,Radiochirurgia stereotassica
92.30,Radiochirurgia stereotassica SAI
92.31,Radiochirurgia fotonica a sorgente singola
92.32,Radiochirurgia fotonica multi-sorgente
92.33,Radiochirurgia particolata
92.39,Radiochirurgia stereotassica NIA
93,"Terapia fisica, terapia respiratoria, riabilitazione e procedure correlate"
93.0,Terapia fisica diagnostica
93.01,Valutazione funzionale
93.02,Valutazione ortottica
93.03,Valutazione protesica
93.04,Valutazione manuale di funzione muscolare
93.05,Valutazione di ampiezza del movimento
93.06,Misura di lunghezza degli arti
93.07,Misure del corpo
93.08,Elettromiografia
93.09,Altre procedure di terapia fisica diagnostica
93.1,Esercizi di terapia fisica
93.11,Esercizi assistiti
93.12,Altri esercizi muscoloscheletrici attivi
93.13,Esercizi contro resistenza
93.14,Allenamento nei movimenti articolari
93.15,Mobilizzazione della colonna vertebrale
93.16,Mobilizzazione di altre articolazioni
93.17,Altri esercizi muscoloscheletrici passivi
93.18,Esercizi respiratori
93.19,"Esercizi, non classificati altrove"
93.2,Altra terapia fisica con manipolazioni muscoloscheletriche
93.21,Trazioni manuali e meccaniche
93.22,Training deambulatori e del passo
93.23,Messa a punto di apparecchio ortesico
93.24,Addestramento all’uso di protesi o apparecchi ortesici
93.25,Estensione forzata degli arti
93.26,Rottura manuale di aderenze articolari
93.27,Stretching di muscoli o tendini
93.28,Stretching di fascia
93.29,Altre correzioni forzate di deformità
93.3,Altre procedure di terapia fisica terapeutica
93.31,Esercizi assistiti in piscina
93.32,Trattamento a vortice
93.33,Altra idroterapia
93.34,Diatermia
93.35,Altra terapia con calore
93.36,Riabilitazione cardiologica
93.37,Training prenatale
93.38,Terapia fisica combinata senza menzione dei componenti
93.39,Altra terapia fisica
93.4,Trazione scheletrica e altre trazioni
93.41,Trazione spinale con apparecchiatura cranica
93.42,Altre trazioni spinali
93.43,Trazione scheletrica intermittente
93.44,Altra trazione scheletrica
93.45,Trazione con apparecchio di Thomas
93.46,Altre trazioni cutanee degli arti
93.5,"Altre immobilizzazioni, pressioni e cure a ferite"
93.51,Applicazione di corsetto gessato
93.52,Applicazione di supporto per il collo
93.53,Applicazione di altro corsetto gessato
93.54,Applicazione di stecca
93.55,Cerchiaggio dentale
93.56,Applicazione di medicazione compressiva
93.57,Applicazione di altra medicazione su ferita
93.58,Applicazione di pantaloni a pressione
93.59,"Altra immobilizzazione, pressione e cura per ferita"
93.6,Trattamento manipolativo di osteopatia
93.61,Trattamento manipolativo di osteopatia per mobilizzazione generale
93.62,Trattamento manipolativo di osteopatia usando forze ad alta velocità e bassa ampiezza
93.63,Trattamento manipolativo di osteopatia usando forze a bassa velocità e elevata ampiezza
93.64,Trattamento manipolativo di osteopatia usando forze isotoniche o isometriche
93.65,Trattamento manipolativo osteopatico con uso di forze indirette
93.66,Trattamento manipolativo di osteopatia per mobilizzare i fluidi tissutali
93.67,Altri trattamenti specifici manipolativi per osteopatia
93.7,Riabilitazione del linguaggio e della lettura e riabilitazione del non vedente
93.71,Training per dislessia
93.72,Training per disfasia
93.73,Training per linguaggio esofageo
93.74,Training per difetto del linguaggio
93.75,Altro training del linguaggio e terapia
93.76,Training all’uso di cani guida per ciechi
93.77,Training all’uso del Braille o Moon
93.78,Altra riabilitazione del cieco
93.8,Altra terapia riabilitativa
93.81,Terapia ricreazionale
93.82,Terapia educazionale
93.83,Terapia occupazionale
93.84,Terapia musicale
93.85,Riabilitazione vocale
93.89,Riabilitazione non classificata altrove
93.9,Terapia respiratoria
93.90,Respirazione a pressione positiva continua (CPAP)
93.91,Respirazione a pressione positiva intermittente
93.93,Metodi non meccanici di rianimazione
93.94,Medicamento respiratorio somministrato per mezzo di nebulizzatore
93.95,Ossigenazione iperbarica
93.96,Altro tipo di arricchimento di ossigeno
93.97,Camera di decompressione
93.98,Altro controllo di pressione e composizione atmosferica
93.99,Altre procedure respiratorie
94,Procedure relative alla psiche
94.0,Valutazione e test psicologici
94.01,Somministrazione di test di intelligenza
94.02,Somministrazione di test psicologici
94.03,Analisi del carattere
94.08,Altra valutazione e test psicologico
94.09,"Determinazione dello stato mentale psicologico, SAI"
94.1,"Colloqui, consulenze e valutazioni psichiatriche"
94.11,Valutazione psichiatrica dello stato mentale
94.12,"Visita psichiatrica di routine, SAI"
94.13,Valutazione di affidamento psichiatrico
94.19,Altro colloquio e valutazione psichiatrica
94.2,Somatorerapia psichiatrica
94.21,Narcoanalisi
94.22,Terapia con litio
94.23,Terapia neurolettica
94.24,Terapia con shock chimico
94.25,Altra terapia psichiatrica con farmaci
94.26,Terapia con elettroshock subconvulsivo
94.27,Altra terapia con elettroshock
94.29,Altra somatoterapia psichiatrica
94.3,Psicoterapia individuale
94.31,Psicanalisi
94.32,Ipnoterapia
94.33,Terapia comportamentale
94.34,Terapia individuale per disfunzione psicosessuale
94.35,Intervento per crisi
94.36,Psicoterapia ludica
94.37,Psicoterapia verbale esplorativa
94.38,Psicoterapia verbale di supporto
94.39,Altra psicoterapia individuale
94.4,Altra psicoterapia e consulenze
94.41,Terapia di gruppo per disfunzione psicosessuale
94.42,Terapia familiare
94.43,Psicodramma
94.44,Altra terapia di gruppo
94.45,Consulenza per tossicomania
94.46,Consulenza per alcoolismo
94.49,Altra consulenza
94.5,Richiesta di riabilitazione psicologica
94.51,Richiesta di psicoterapia
94.52,Richiesta di assistenza psichiatrica a lungo termine
94.53,Richiesta di riabilitazione per alcoolismo
94.54,Richiesta di riabilitazione per tossicomania
94.55,Richiesta di riabilitazione professionale
94.59,Richiesta di altra riabilitazione psicologica
94.6,Riabilitazione e disintossicazione da alcool e farmaci
94.61,Riabilitazione da alcool
94.62,Disintossicazione da alcool
94.63,Disintossicazione e riabilitazione da alcool
94.64,Riabilitazione da farmaci
94.65,Disintossicazione da farmaci
94.66,Disintossicazione e riabilitazione da farmaci
94.67,Riabilitazione combinata da alcool e farmaci
94.68,Disintossicazione combinata da alcool e farmaci
94.69,Riabilitazione e disintossicazione combinata da alcool e farmaci
95,Esami diagnostici e trattamenti oftalmologici o otologici
